,Region,County,Municipality,Location,Feature Carried,Feature Crossed,Owner,Year Built or Replaced,Month of inspection,Day of inspection
16774,8,Westchester,Harrison (Village),1.2 MI N MAMARONECK RYE,BROADWAY,MNRR NH LINE,Railroad,1887,12,12
9424,5,Niagara,Royalton (Town),1.4 MI E OF WALCOTTSVILLE,GRISWOLD STREET,TRIB MUD CREEK,County,2019,12,12
10094,3,Onondaga,East Syracuse (Village),1. MI W JCT I-690 EB+481I,690I690I33013008,BRIDGE STREET,NYSDOT,1971,12,12
10829,8,Orange,Montgomery (Town),1.1 MI E JCT I84 & SH 208,84I 84I83011298,NORFOLK SOUTHERN,NYSDOT,1968,12,12
4378,8,Dutchess,East Fishkill (Town),2.1 MILES E JCT I84 & TSP,84I 84I82021146,52  52 82042154,NYSDOT,1968,12,12
16482,4,Wayne,Butler (Town),JCT OF RTS 89 + 104,89  89 37031152,104 104 37041303,NYSDOT,1970,12,12
613,6,Allegany,Hume (Town),2.6 MI NW OF HUME,MERWIN ROAD,COLD CREEK,Town,1973,12,12
14651,10,Suffolk,Babylon (Town),SOUTH OF LINDENHURST,RIVIERA DR WEST,SANTA BARBARA CNL,Town,2018,12,12
10095,3,Onondaga,East Syracuse (Village),1. MI W JCT I-690 WB+481I,690I690I33013008,BRIDGE STREET,NYSDOT,1971,12,12
14650,10,Suffolk,Babylon (Town),SOUTH OF LINDENHURST,RIVIERA DR EAST,SANTA BARBARA CNL,Town,2018,12,12
4606,8,Dutchess,Union Vale (Town),2.8 MI E JCT RTE 55+TSP,55  55 82032096,JACKSON CREEK,NYSDOT,2016,12,13
908,11,Bronx,New York (City),E149th St,EAST 149TH STREET,AMTRAK/CSXT/P&W,City,1907,12,13
17025,8,Westchester,Ossining (Village),IN OSSINING,WESTERLY ROAD,WESTERLY ROAD WAY,Village,1913,12,13
9676,2,Oneida,Oriskany (Village),17MI W JCT RTS 291+69,69  69 26023074,ORISKANY CREEK,NYSDOT,1921,12,13
8990,11,New York,New York (City),IN WEST MANHATTAN,11TH AVE VIADUCT,LIRR WEST SIDE YD,City,1934,12,13
1446,9,Broome,Vestal (Town),HAMLET OF VESTAL,CR 48,SUSQUEHANNA RIVER,County,1935,12,13
116,1,Albany,Albany (City),0.2 MI NW JCT 85 & 910D,WASHINGTON AVENUE,ACCESS ROAD B,State - Other,1963,12,13
776,11,Bronx,New York (City),JCT I95+I278,95I 95IX1M21026,895I895IX1M11013,NYSDOT,1951,12,13
8159,4,Monroe,Irondequoit (Town),2.8 MI N OF BRIGHTON,NORTON STREET,DENSMORE CREEK,County,1962,12,13
17310,8,Westchester,Yorktown (Town),TSP(NB) AT NEW CROTON RES,987G 987G87011093,NEW CROTON RESRVR,NYSDOT,1931,12,13
4467,8,Dutchess,Milan (Town),0.1 MI W JCT RTS 199+308,199 199 82021094,SAWKILL CREEK,NYSDOT,2016,12,13
7946,4,Monroe,Fairport (Village),JCT RTE 31+STATE BARGE C,31F 31F43011034,ERIE CANAL,NYSDOT,1975,12,13
4513,8,Dutchess,Pleasant Valley (Town),0.8 MI N OF PLEASANT VLLY,COUNTY ROAD 72,SWALLOW STREAM,County,2016,12,13
71,1,Albany,Albany (City),JCT ORANGE ST & I787 SB,CLINTON AVE RAMP,WATER STREET,NYSDOT,1970,12,13
10783,8,Orange,Highlands (Town),.3 MI N JCT US 9W & US 6,9W  9W83021004,POPOLOPEN CREEK,NYSDOT,1937,12,13
109,1,Albany,Albany (City),SO MALL EXP OFF TO I787NB,SMX EB TO 787NB,787I787I11011014,NYSDOT,1973,12,13
15786,8,Ulster,Ellenville (Village),0.9 MI SE JCT RTS 52&209,52  52 86021106,NORTH GULLY CREEK,NYSDOT,1981,12,13
10705,8,Orange,Deerpark (Town),5.1 MI N JCT RTS 42+97,42  42 83012071,BUSH KILL,NYSDOT,1961,12,14
15698,3,Tompkins,Ithaca (Town),1 MI E OF CORNELL UNIVER,FOREST HOME DR,FALL CREEK,County,1996,12,14
11791,8,Putnam,Southeast (Town),JCT RTS I84+6+22,84I 84I84031090,6   6 84041386,NYSDOT,1970,12,14
17022,8,Westchester,Ossining (Village),AT OSSINNING,PRISON ROAD,MNRR HU LINE,State - Other,2014,12,14
8287,4,Monroe,Rochester (City),JCT RTE 104 + GENESEE R,104 104 43032021,GENESEE RIVER,NYSDOT,1931,12,14
11792,8,Putnam,Southeast (Town),JCT RTS I84+6+22,84I 84I84031091,6   6 84041134,NYSDOT,1970,12,14
15985,8,Ulster,Shandaken (Town),.4 MI N JCT SH 42 & SH 28,42  42 86031004,BUSHNELLSVILLE CREEK,NYSDOT,2016,12,14
13232,1,Schenectady,Duanesburg (Town),JCT OF RTS 20 & I88,20  20 16191071,88I 88I16081086,NYSDOT,1981,12,14
981,11,Bronx,New York (City),LEGGETT AVE,LEGGETT AVENUE,AMTRAK/CSXT/P&W,City,1906,12,14
828,11,Bronx,New York (City),2.4 MI N I278&I678,907F,AMTRAK/CSXT/P&W,City,1907,12,14
8985,11,New York,New York (City),RTE 27 OVER EAST RIVER,27  27 02021003,278IX,City,1909,12,14
16470,1,Washington,Whitehall (Village),SAUNDERS ST WHITEHALL,SAUNDERS ST,D&H/CPRR CML78.,Railroad,1932,12,14
40,1,Albany,Albany (City),I787 NB TO DUNN BR RAMP,787NB TO SMX EB,TO QUAY ST-BRDWAY,NYSDOT,1973,12,14
16926,8,Westchester,Mount Vernon (City),1.1 MILES WEST OF PELHAM,N FULTON AVENUE,MNRR NH LINE,Railroad,1900,12,15
830,11,Bronx,New York (City),.1 MILE N JCT I95 & BRP,907H907HX1M11011,AMTRAK/CSXT/P&W,NYSDOT,1951,12,15
100,1,Albany,Albany (City),NB RMP US9 & 20 O/HDSN RV,RAMP DUNN- NBI787,ON RAMP NB I787,NYSDOT,1972,12,15
6277,1,Greene,Catskill (Town),.2 MI W JCT SH 23 & SH385,23  23 13061367,CSX TRANSPRTATION,NYSDOT,1992,12,15
138,1,Albany,Bethlehem (Town),1 MI S.JCT 9W < 396,9W  9W11051052,CSX TRANS/C P RWY,NYSDOT,1976,12,15
10858,8,Orange,New Windsor (Town),IN NEWBURGH,MILL STREET,QUASSAICK CREEK,City,1883,12,16
12316,11,Queens,,9 MI E I278+GCP,GCP Westbound to 94th St,GCP WB Exit 6,NYSDOT,2019,12,16
11093,4,Orleans,Carlton (Town),JCT RTE18+0AK ORCHARD CK,18  18 45021143,OAK ORCHARD CREEK,NYSDOT,1936,12,16
16906,8,Westchester,Mount Vernon (City),0.8 MI E INT & NYSTWAY87I,907K 907K87012002,907G X,NYSDOT,1983,12,16
16720,8,Westchester,Greenburgh (Town),4.0 MI N JCT RTS BRP&SBSP,907GX,BRONX RIVER,County,2015,12,16
13226,1,Saratoga,,3.5 mi N of EDINBURG,SAND LAKE ROAD,SAND CREEK,County,2019,12,16
6272,1,Greene,Catskill (Town),JCT RT 23 & I87,23  23 13061349,87IX,NYSDOT,1968,12,16
6271,1,Greene,Catskill (Town),JCT RT 23 & I87,23  23 13061349,87IX,NYSDOT,1968,12,16
16027,8,Ulster,Shandaken (Town),.9 MI N JCT SH28&PK HL RD,PECK HOLLOW ROAD,PECK HOLLOW STRM,Town,2016,12,16
10898,8,Orange,Newburgh (Town),1 MI S JCT 17K & Drury Ln,Interstate 84 West to Drury Lane,Catskill Aqueduct,NYSDOT,2007,12,16
17070,8,Westchester,Rye (City),JCT US 1 & I287,1   1 87035000,287I287I87011104,NYSDOT,1959,12,16
9174,11,New York,New York (City),W 35TH & AMTRAK 30TH ST B,WEST 35TH STREET,AMTRAK W SIDE CON,City,1934,12,17
16915,8,Westchester,Mount Vernon (City),JCT OF RTS CCP&BRP,907K907K87012001,907GX,NYSDOT,1939,12,17
8282,4,Monroe,Rochester (City),ROCHESTER SUBWAY BROAD ST,31 X,SUBWAY- ABANDONED,City,1922,12,17
9534,2,Oneida,Bridgewater (Village),.4 MI E JCT US 20 & SH 8,20  20 26101114,W BR UNADILLA RVR,NYSDOT,1980,12,17
5823,7,Franklin,Brandon (Town),2.4 MI S OF BANGOR,TRIPPANY ROAD,LITTLE SALMON RVR,County,1964,12,17
6663,2,Herkimer,Manheim (Town),5.8 MI SW JCT RTS 5 & 167,5   5 23113053,E CANADA CREEK,NYSDOT,1931,12,17
25,1,Albany,Albany (City),JCT I90 & HUDSON RIVER,90I 90I11013020,CSX TRANSPRTATION,NYSDOT,1968,12,17
12871,8,Rockland,Orangetown (Town),2.3 MI S JCT SH304 & SH59,304 304 85011212,RAILROAD AVENUE,NYSDOT,1968,12,17
11830,11,Queens,New York (City),QUEENSBORO BR OVR EAST RV,25 X,JACKSON AVENUE,City,1957,12,17
12529,1,Rensselaer,Schodack (Town),4 MI SW CASTLETON,BERKSHIRE SPUR EB,CR3 S SCHODACK RD,NYS Thruway Authority,1958,12,17
5865,7,Franklin,Fort Covington (Town),IN FORT COVINGTON,37  37 72031113,W.BR.LIT.SALMON R,NYSDOT,1977,12,17
11769,8,Putnam,Philipstown (Town),0.8 MI N JCT SH 9D & SH 4,ROUTE 9D,PHILLIPSE BROOK,NYSDOT,1929,12,17
5878,7,Franklin,Fort Covington (Town),1.7MI NE BOMBAY,FOY-ELDRED ROAD,PIKE CREEK,County,2012,12,17
12872,8,Rockland,Orangetown (Town),2.3 MI S JCT SH304 & SH59,304 304 85011212,RAILROAD AVENUE,NYSDOT,1968,12,17
8327,4,Monroe,Rochester (City),EXIT 16 OF I490,CLINTON AVENUE SO,490I490I43022038,NYSDOT,1971,12,17
8295,4,Monroe,Rochester (City),JCT I490 & MT READ BLVD,490I490I43022007,940K940K43011004,NYSDOT,2009,12,17
3442,8,Columbia,Austerlitz (Town),0.6 MI N OF GREEN RIVER,UPPER HOLLOW ROAD,GREEN RIVER,County,1951,12,18
16143,8,Ulster,Woodstock (Town),1.6 MI E JCT RTS 212+28,Route 212,BEAVER KILL,NYSDOT,2016,12,18
3609,8,Columbia,Kinderhook (Town),2.1 MI N OF VALATIE,COUNTY ROAD 28,VALATIE KILL,County,2004,12,18
8734,10,Nassau,Hempstead (Town),2.4 MI N OF HEMPSTEAD,CHAS LINDBERGH BL,908E908E03011095,County,1970,12,18
5203,5,Erie,Grand Island (Town),2.0 MI NW JCT I190<S PKWY,WHITEHAVEN RD,190IX,NYS Thruway Authority,1955,12,18
17323,8,Westchester,Yorktown (Town),TSP(SB) AT NEW CROTON RES,987G987G87011127,CROTON DAM ROAD,NYSDOT,1972,12,18
15190,9,Sullivan,Mamakating (Town),0.5 MI W OF SPRING GLEN,TEMPALONI ROAD,SANDBURG CREEK,County,2018,12,18
22,1,Albany,Albany (City),0.3 MI NW JCT I90 & I787,90I 90I11013016,ERIE BLVD.,NYSDOT,1968,12,18
15062,9,Sullivan,Fallsburg (Town),.8 MILE SE OF WOODRIDGE,SILVER LAKE ROAD,SANDBURG CREEK,County,1950,12,18
15370,9,Tioga,Barton (Town),1 MILE NE OF LOCKWOOD,DEAN CREEK ROAD,DEAN CREEK,County,1990,12,18
7344,7,Lewis,Croghan (Town),4.4 MI NE OF INDIAN RIVER,JERDEN FALLS ROAD,W B OSWEGATCHIE R,County,2018,12,18
21,1,Albany,Albany (City),0.3 MI NW JCT I90 & I787,90I 90I11013016,ERIE BLVD,NYSDOT,1967,12,18
5684,1,Essex,Newcomb (Town),3 MI EAST OF NEWCOMB,CAMPSITE ROAD,HUDSON RIVER,County,2019,12,18
5162,5,Erie,Evans (Town),1.66 MI W VILLAGE ANGOLA,AHLERS ROAD,DELAWARE CREEK,Town,1997,12,18
17214,8,Westchester,Yonkers (City),JCT OF RTS CCP < I87,907K 907K87011012,87IX,NYSDOT,1970,12,18
5364,5,Erie,Orchard Park (Town),3.9MI S JCT RTS 20A + 219,219 219 53121176,ABBOTT ROAD CR 28,NYSDOT,1977,12,18
5268,5,Erie,Lackawanna (City),CENTER OF LACKAWANNA,WARSAW AVENUE,SMOKES CREEK,City,1930,12,18
9026,11,New York,New York (City),JCT OF US 9A & 72ND STREE,907V907VX4M11074,79TH STREET,City,1937,12,19
13971,7,St Lawrence,Stockholm (Town),.5 MI SE OF STOCKHOLM CTR,PRVL-NORFOLK ROAD,TROUT BROOK,County,2018,12,19
3546,8,Columbia,Copake (Town),1.3 MI SE OF WEST COPAKE,EMPIRE ROAD,ROELIFF JANSEN KILL,County,2010,12,19
12998,8,Rockland,,I87SB/Hudson Riv - Ramp A,87IX Trn Arnd #1,HUDSON RIVER,NYS Thruway Authority,2018,12,19
8746,10,Nassau,Hempstead (Town),2.0 MI E OF HEMPSTEAD,GLEN CURTISS BLVD,908E908E03011088,County,1975,12,19
7641,4,Livingston,West Sparta (Town),2.8 MI NE OF WESTVIEW,KYSORVL-BYERSVL ROAD,BUTTERNUT CREEK,County,2010,12,19
13956,7,St Lawrence,Stockholm (Town),LOCATED IN WINTHROP,420 420 75011011,W BR ST REGIS RVR,NYSDOT,1949,12,19
1516,9,Broome,Windsor (Village),IN WINDSOR,COUNTY ROAD 28,SUSQUEHANNA RIVER,County,1935,12,19
10794,8,Orange,Minisink (Town),1.2 MI NE OF WESTTOWN,FORDLEA ROAD,RUTGERS CREEK,County,2016,12,19
16924,8,Westchester,Mount Vernon (City),1.5 MILES WEST OF PELHAM,GRAMATAN AVENUE,MNRR NH LINE,Railroad,1894,12,19
10683,8,Orange,Cornwall (Town),4.2 MI SW OF CORNWALL,TAYLOR ROAD,WOODBURY CREEK,Town,2016,12,19
16933,8,Westchester,Mount Vernon (City),1.6 MI W OF PELHAM,SOUTH FIFTH AVE,MNRR NH LINE,Railroad,1984,12,19
8226,4,Monroe,Perinton (Town),JCT SH31 & BGE CNL/FAIRPT,31  31 43033072,ERIE CANAL,NYSDOT,2002,12,19
12860,8,Rockland,Nyack (Village),3.0 MI E JCT RTS I-87<PIP,MOUNTAINVIEW AVE,87IX,NYS Thruway Authority,1954,12,19
1702,5,Cattaraugus,Franklinville (Village),0.4 MI N OF CADIZ,16  16 51013182,GATES CREEK,NYSDOT,1934,12,19
11775,8,Putnam,Putnam Valley (Town),1.5 MI SW OF OSCAWANA LK,CANOPUS HOLLOW RD,CANOPUS CREEK,Town,1999,12,19
4379,8,Dutchess,East Fishkill (Town),2.1 MILES E JCT I84 & TSP,84I 84I82021146,52  52 82042154,NYSDOT,1968,12,19
70,1,Albany,Albany (City),JCT ORANGE ST & I787 NB,CLINT AVE TO I787,787IX,NYSDOT,1970,12,20
16937,8,Westchester,Mount Vernon (City),1.9 MI W OF PELHAM,WEST LINCOLN AVE,MNRR NH LINE,Railroad,1900,12,20
12455,1,Rensselaer,Rensselaer (City),CITY OF RENSSELAER,HERRICK ST,CSX RR / AMTRAK,Authority or Commission - Other,2002,12,20
39,1,Albany,Albany (City),JCT I787 & CSX  RR/ AMTRA,787I787I11011025,RAMP TO CLINTON AVE.,NYSDOT,1970,12,20
38,1,Albany,Albany (City),JCT I787 & CONRAIL/AMTRAK,787I787I11011025,RAMP TO CLINTON AVE.,NYSDOT,1970,12,20
17126,8,Westchester,Sleepy Hollow (Village),1.3 MI NW OF TARRYTOWN,BEEKMAN AVENUE,MNRR HU LINE,Railroad,2018,12,20
12991,8,Rockland,Suffern (Village),ORANGE AVE. RT.59 & NJ TR,87IX  SB,59   59 85011014,NYS Thruway Authority,1954,12,20
13799,7,St Lawrence,Hopkinton (Town),LOCATED IN FORT JACKSON,COUNTY ROAD 49,E BR ST REGIS RVR,County,1975,12,20
4539,8,Dutchess,Poughkeepsie (City),IN THE CITY OF PO:KEEPSIE,LAUREL STREET,MNRR HU LINE,Railroad,1933,12,20
12989,8,Rockland,Suffern (Village),ORANGE AVE. RT.59 & NJ TR,87IX  NB,59  59 85011014,NYS Thruway Authority,1954,12,20
3587,8,Columbia,Hillsdale (Town),.2 MI SW JCT CR 63 & SH22,22  22 81061182,ROELIFF JANSEN KL,NYSDOT,2016,12,20
7795,2,Madison,Smithfield (Town),5 MI NORTH OF MORRISVILLE,OXBOW ROAD,ONEIDA CREEK,County,2018,12,20
10381,3,Onondaga,Syracuse (City),.3 MI S OF ARMORY/SYRACUS,GIFFORD STREET,ONONDAGA CREEK,City,1982,12,20
4640,8,Dutchess,,3.3 MI SW OF DOVER PLNS,Ridge Road,Coopertown Brook,County,2016,12,20
16939,8,Westchester,Mount Vernon (City),1.7 MILES WEST OF PELHAM,WILSON PLACE,MNRR NH LINE,Railroad,1894,12,20
17213,8,Westchester,Yonkers (City),JCT OF RTS CCP < I87,907K 907K87011011,87IX,NYSDOT,1970,12,20
10904,8,Orange,Newburgh (Town),1 MI S JCT 17K & Drury La,RAMP B to 84I E,Catskill Aqueduct,NYSDOT,2007,12,21
4637,8,Dutchess,,0.4 MI E RT 9G J CRUM ELB,County Road 41,Maritje Kill,County,2016,12,21
50,1,Albany,Albany (City),Jct I90 & Everett Rd,90I 90I11011034,CSX/AMTRAK,NYSDOT,2006,12,21
51,1,Albany,Albany (City),Jct I90 & Everett Rd.,90I 90I11011034,CSX/Amtrak,NYSDOT,2006,12,21
5820,7,Franklin,Brandon (Town),JCT CR 12 & CR 13,"CR 12, SKERRY ROA",LITTLE SALMON RVR,County,2004,12,21
12530,1,Rensselaer,Schodack (Town),4 MI SW CASTLETON,BERKSHIRE SPUR WB,CR3 S SCHODACK RD,NYS Thruway Authority,1958,12,21
218,1,Albany,Colonie (Town),.5 MI S JCT SH 5 & SH 155,155 155 11013004,CSX TRANS/ AMTRAK,County,2002,12,21
92,1,Albany,Albany (City),JCT I90 & NORTHERN BLVD,NORTHERN BLVD,90I 90I11013007,NYSDOT,1971,12,21
13337,1,Schenectady,Schenectady (City),CITY OF SCHENECTADY,OAK STREET,CSX TRANS/ AMTRAK,Railroad,1937,12,22
13254,1,Schenectady,Glenville (Town),1.5 MI N JCT RTS 5+ 147,147 147 16011014,VLEY ROAD CR 19G,NYSDOT,1983,12,22
13251,1,Schenectady,Glenville (Town),0.2 MI N JCT RTS 5 & 103,5   5 16131024,AMTRAK,NYSDOT,1952,12,22
9074,11,New York,New York (City),IN MANHATTAN,EAST 97TH STREET,METRO NO COMMUTER,City,1873,12,23
12549,1,Rensselaer,Schodack (Town),3 MI SE OF CASTLETON,VAN HOUSEN ROAD,AMTRAK,County,1908,12,23
12546,1,Rensselaer,Schodack (Town),0.5 MI N MAPLE HILL ROAD,SIMONS ROAD,AMTRAK,Town,1999,12,23
13351,9,Schoharie,Broome (Town),5 MI SE OF BROOME CENTER,BATES CHURCH ROAD,TRIB CATSKILL CRK,County,2019,12,23
16965,8,Westchester,New Rochelle (City),IN NEW ROCHELLE,DIVISION STREET,MNRR NH LINE,NYSDOT,1929,12,23
16969,8,Westchester,New Rochelle (City),.1MI N US1&.2 MI S NOR ST,MEMORIAL HIGHWAY,95IX,NYSDOT,2009,12,23
16971,8,Westchester,New Rochelle (City),1.2 MILES EAST OF PELHAM,NORTH AVENUE,MNRR NH LINE,Railroad,1909,12,23
66,1,Albany,Albany (City),.8 MI NE JCT SH 32 & I787,ALBANY CITY ST'S,BEAVER RELIEF SWR,City,1900,12,23
17433,4,Wyoming,Pike (Town),in PIKE,COUNTY FAIR ACCESS RD,WISCOY CREEK,County,1954,12,23
17421,4,Wyoming,Orangeville (Town),0.6MI S JCT RTS 78 + 20A,98  98 46021201,TONAWANDA CREEK,NYSDOT,1931,12,23
11186,4,Orleans,Ridgeway (Town),0.6 MI SOUTH OF JEDDO,COUNTY LINE ROAD,JEDDO CREEK,County,1960,12,23
17381,4,Wyoming,Covington (Town),9.8MI N JCT RTS 19 + 20A,19  19 46021261,PEARL CREEK,NYSDOT,1910,12,23
16753,8,Westchester,Harrison (Village),1.3 MI N JCT SH 127 & US1,127 127 87011013,MNRR NH LINE,NYSDOT,1927,12,24
6790,2,Herkimer,,1.5 MI N OF MIDDLEVILLE,Farrington Rd,City Brook,NYSDOT,2019,12,24
8986,11,New York,New York (City),RTE 27 OVER EAST RIVER,27  27 02021003,278IX,City,1909,12,26
8972,11,New York,New York (City),4 MI NE ROUTE 9A+79 ST,9A  9A04011016,158TH STREET,City,1939,12,26
13289,1,Schenectady,Rotterdam (Town),.8 MI NW JCT SH7 & SH159,159 159 16011125,CSX TRANSPRTATION,NYSDOT,2007,12,26
15101,9,Sullivan,Jeffersonville (Village),AT JEFFERSONVILLE,52  52 96011177,LAUNDRY BROOK,NYSDOT,2018,12,27
14995,9,Sullivan,Callicoon (Town),9 MI W JCT SH 17 & SH 52,52  52 96011218,PANTHER ROCK CRK,NYSDOT,2018,12,27
9167,11,New York,New York (City),IN WEST MANHATTAN,WEST 31ST STREET,AMTRAK LAYUP TRKS,City,1910,12,27
17340,8,Westchester,,0.3 mi SW Highland Avenue,Central Avenue,Sing Sing Creek,Village,1930,12,27
13281,1,Schenectady,Rotterdam (Town),.7 MI SW JCT SH7 & SH159,7   7 16051154,CSX TRANSPRTATION,NYSDOT,1941,12,27
13338,1,Schenectady,Schenectady (City),1.6 MI NW JCT SH146& I890,OFF-RAMP OF I890,NORFOLK SOUTHERN,NYSDOT,1966,12,28
9184,11,New York,New York (City),IN MANHATTAN,WEST 42ND STREET,AMTRAK W SIDE CON,City,1934,12,28
10774,8,Orange,Harriman (Village),1 MILE EAST OF HARRIMAN,ARDEN HOUSE RD,87IX,NYS Thruway Authority,1953,12,28
13327,1,Schenectady,Schenectady (City),1.6MI NW JCT. 146 & 890I,890I 890I16012002,BROADWAY,NYSDOT,1966,12,28
16629,8,Westchester,Briarcliff Manor (Village),AT OSSINING,SCARBOROUGH STARD,MNRR HU LINE,Railroad,1913,12,28
13328,1,Schenectady,Schenectady (City),1.6 MI NW JCT SH146 &I890,890I 890I16012002,ERIE BOULEVARD,NYSDOT,1966,12,28
4938,5,Erie,Buffalo (City),0.6 m N JCT PRTR AV &I190,PEACE BRIDGE,190IX,Peace Bridge Authority (aka Buffalo And Ft. Erie Pub Br.Auth),1927,12,28
